cluster
51
74
51
42
51
78
51
51
42
14
5
26
100
37
5
79
5
79
5
5
100
100
24
99
53
37
53
62
5
53
42
24
79
42
51
51
63
51
63
5
37
74
62
51
21
39
99
33
5
42
16
89
5
62
5
52
6
5
25
51
51
51
52
25
5
79
51
68
39
37
42
79
61
33
33
24
51
51
5
5
49
79
5
37
51
52
5
100
64
79
62
51
42
62
15
62
79
52
82
5
79
5
63
51
5
42
51
7
73
33
51
62
6
6
5
24
74
57
62
37
37
7
66
51
27
5
24
42
37
51
51
43
42
53
51
52
51
52
89
58
79
62
5
15
79
51
43
51
52
5
78
6
73
58
5
41
51
42
78
6
5
99
53
7
25
51
37
8
17
5
51
88
5
16
16
58
52
38
24
5
51
78
12
52
5
51
5
51
51
52
5
42
65
51
82
82
31
51
52
67
7
5
52
52
42
6
5
5
17
81
53
89
16
25
5
41
78
6
5
21
82
42
5
5
51
52
62
6
7
16
24
32
41
52
15
52
51
5
53
51
51
5
64
52
65
56
5
5
51
5
52
31
63
32
41
42
16
15
16
51
69
33
17
27
67
37
89
20
8
24
62
5
5
32
5
5
5
58
17
5
73
51
31
62
15
5
34
24
21
78
78
62
51
32
5
16
5
43
21
73
5
62
51
31
63
6
38
68
6
8
11
63
25
5
5
5
41
25
7
8
5
32
1
5
5
25
21
8
68
32
63
21
31
47
5
62
11
51
15
42
41
8
25
47
7
41
9
5
5
51
31
51
16
5
24
34
5
51
69
58
17
78
31
21
21
62
42
46
5
5
51
9
38
7
8
31
83
58
5
5
5
5
73
1
99
51
51
7
21
11
51
51
9
41
5
42
11
47
26
31
56
5
17
32
68
17
5
41
1
51
63
31
51
6
41
5
5
5
4
51
83
85
21
5
17
17
62
41
31
46
5
5
31
6
5
5
31
41
52
78
57
5
8
63
20
5
38
5
9
9
41
62
64
51
17
5
9
51
51
57
24
78
73
88
78
17
10
16
5
78
31
5
5
41
88
53
17
5
4
6
7
37
78
26
5
17
5
69
51
7
88
5
10
21
33
89
17
8
41
5
42
25
52
64
73
32
78
9
51
41
7
5
78
5
6
5
5
6
31
23
4
57
5
7
8
6
5
38
7
8
5
41
57
67
88
51
78
5
6
6
6
100
5
51
67
41
17
28
4
59
56
78
32
78
16
6
99
51
51
17
66
37
20
7
5
5
12
51
69
98
100
5
6
78
43
28
5
53
5
17
51
7
69
51
16
8
5
89
52
6
5
89
51
78
78
69
31
99
20
5
26
99
90
7
5
88
63
9
17
52
78
42
52
15
17
17
5
100
7
51
6
16
97
74
51
99
5
5
16
16
67
5
9
5
100
6
9
5
8
15
52
52
41
41
11
87
82
5
1
41
7
80
42
9
5
31
1
11
52
25
5
78
5
7
8
21
51
47
16
5
2
16
5
10
5
5
77
52
5
9
5
88
16
31
41
89
73
20
9
11
51
17
41
51
5
89
66
5
21
16
31
64
25
16
5
31
21
1
51
17
6
11
15
5
42
5
7
5
6
1
62
51
82
9
17
31
41
51
6
52
68
16
5
62
5
5
5
17
5
21
21
16
33
32
51
51
5
89
41
21
5
1
7
5
51
32
41
69
22
38
8
8
7
32
51
16
1
31
27
5
69
5
5
1
31
51
5
51
21
5
5
51
26
9
7
25
51
16
28
16
17
5
63
21
41
21
41
24
6
8
51
31
17
8
31
73
37
20
31
42
41
80
5
5
16
5
32
51
11
1
5
5
5
93
41
17
26
62
16
8
5
1
3
43
10
5
15
2
6
31
7
7
31
52
45
5
9
28
9
51
51
89
21
51
5
51
11
69
62
5
5
78
10
5
36
5
16
17
20
17
31
6
16
41
54
16
5
1
5
5
41
9
5
15
78
20
1
26
26
21
51
51
10
17
41
52
52
5
20
90
21
20
32
68
5
25
7
32
5
5
8
9
31
31
1
49
31
5
8
5
6
65
47
5
1
20
9
5
62
16
2
5
5
69
41
42
51
5
20
51
22
10
7
26
1
5
2
11
5
20
16
69
42
5
20
11
15
31
50
51
18
4
40
70
5
7
6
5
11
20
9
51
80
22
5
8
20
16
1
5
7
16
78
51
51
42
7
2
51
5
21
74
5
78
21
83
83
51
10
2
59
57
41
16
5
5
80
10
21
2
31
5
8
6
20
5
5
8
10
2
51
16
20
90
60
5
28
90
49
5
16
13
49
51
9
21
1
5
9
5
6
1
21
7
21
1
53
20
5
78
49
42
53
26
20
5
5
52
78
5
2
74
5
52
5
9
1
31
89
9
9
5
89
1
1
31
9
9
69
1
2
100
74
16
17
17
8
1
17
7
41
56
11
51
21
42
42
5
8
5
69
20
15
5
7
100
78
60
9
5
2
41
5
21
11
5
